Cruise,Station,Target_Asset,Start_Latitude,Start_Longitude,Start_Time,Cast,Cast_Flag,Bottom_Depth_at_Start_Position,CTD_File,CTD_File_Flag,Niskin_Bottle_Position,Niskin_Flag,CTD_Bottle_Closure_Time,CTD_Pressure,CTD_Pressure_Flag,CTD_Depth,CTD_Latitude,CTD_Longitude,CTD_Temperature_1,CTD_Temperature_1_Flag,CTD_Temperature_2,CTD_Temperature_2_Flag,CTD_Conductivity_1,CTD_Conductivity_1_Flag,CTD_Conductivity_2,CTD_Conductivity_2_Flag,CTD_Salinity_1,CTD_Salinity_2,CTD_Oxygen,CTD_Oxygen_Flag,CTD_Oxygen_Saturation,CTD_Fluorescence,CTD_Fluorescence_Flag,CTD_Beam_Attenuation,CTD_Beam_Transmission,CTD_Transmissometer_Flag,CTD_pH,CTD_pH_Flag,Discrete_Oxygen,Discrete_Oxygen_Flag,Discrete_Oxygen_Replicate_Flag,Discrete_Chlorophyll,Discrete_Phaeopigment,Discrete_Fo_Fa_Ratio,Discrete_Fluorescence_Flag,Discrete_Fluorescence_Replicate_Flag,Discrete_Phosphate,Discrete_Silicate,Discrete_Nitrate,Discrete_Nitrite,Discrete_Ammonium,Discrete_Nutrients_Flag,Discrete_Nutrients_Replicate_Flag,Discrete_Salinity,Discrete_Salinity_Flag,Discrete_Salinity_Replicate_Flag,Discrete_Alkalinity,Discrete_Alkalinity_Flag,Discrete_Alkalinity_Replicate_Flag,Discrete_DIC,Discrete_DIC_Flag,Discrete_DIC_Replicate_Flag,Discrete_pCO2,pCO2_Analysis_Temp,Discrete_pCO2_Flag,Discrete_pCO2_Replicate_Flag,Discrete_pH,pH_Analysis_Temp,Discrete_pH_Flag,Discrete_pH_Replicate_Flag,Calculated_Alkalinity,Calculated_DIC,Calculated_pCO2,Calculated_pH,Calculated_CO2aq,Calculated_Bicarb,Calculated_CO3,Calculated_Omega_C,Calculated_Omega_A
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,2,*0000000000000100,2014-09-08T12:07:58.000Z,1509.032,*0000000000000100,1489.167,62.10702,-31.38174,3.655,*0000000000000100,3.6546,*0000000000000100,3.286371,*0000000000000100,3.286591,*0000000000000100,34.9461,34.9492,6.3251,*0000000000000100,7.30825,,,0.0862,97.8697,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,4,*0000000000000100,2014-09-08T12:08:10.000Z,1509.518,*0000000000000100,1489.645,62.10702,-31.38176,3.6548,*0000000000000100,3.6544,*0000000000000100,3.286384,*0000000000000100,3.286602,*0000000000000100,34.9463,34.9493,6.3326,*0000000000000100,7.30829,,,0.0865,97.8614,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,6,*0000000000000100,2014-09-08T12:08:22.000Z,1509.285,*0000000000000100,1489.415,62.10702,-31.38176,3.6547,*0000000000000100,3.6546,*0000000000000100,3.286351,*0000000000000100,3.2866,*0000000000000100,34.9462,34.9492,6.3246,*0000000000000100,7.30832,,,0.0871,97.8468,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,8,*0000000000000100,2014-09-08T12:08:30.000Z,1509.06,*0000000000000100,1489.195,62.10702,-31.38176,3.6547,*0000000000000100,3.6547,*0000000000000100,3.28634,*0000000000000100,3.286596,*0000000000000100,34.9462,34.9492,6.2751,*0000000000000100,7.30832,,,0.0868,97.8543,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,10,*0000000000000100,2014-09-08T12:08:38.000Z,1509.24,*0000000000000100,1489.371,62.10702,-31.38174,3.6544,*0000000000000100,3.6543,*0000000000000100,3.286338,*0000000000000100,3.286569,*0000000000000100,34.9463,34.9491,6.2838,*0000000000000100,7.30835,,,0.0868,97.8535,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,12,*0000000000000100,2014-09-08T12:08:45.000Z,1509.079,*0000000000000100,1489.213,62.10702,-31.38176,3.6544,*0000000000000100,3.6543,*0000000000000100,3.286332,*0000000000000100,3.286574,*0000000000000100,34.9463,34.9493,6.2567,*0000000000000100,7.30835,,,0.087,97.8493,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,13,*0000000000000100,2014-09-08T12:08:54.000Z,1509.051,*0000000000000100,1489.186,62.10702,-31.38174,3.6548,*0000000000000100,3.6544,*0000000000000100,3.286355,*0000000000000100,3.286575,*0000000000000100,34.9462,34.9492,6.3015,*0000000000000100,7.30829,,,0.088,97.8256,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,17,*0000000000000100,2014-09-08T12:09:02.000Z,1509.341,*0000000000000100,1489.47,62.10702,-31.38176,3.6547,*0000000000000100,3.6542,*0000000000000100,3.286362,*0000000000000100,3.286573,*0000000000000100,34.9462,34.9493,6.3135,*0000000000000100,7.30831,,,0.0868,97.8548,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,18,*0000000000000100,2014-09-08T12:09:09.000Z,1509.254,*0000000000000100,1489.385,62.10702,-31.38176,3.6547,*0000000000000100,3.6542,*0000000000000100,3.28637,*0000000000000100,3.286571,*0000000000000100,34.9463,34.9493,6.2638,*0000000000000100,7.3083,,,0.0876,97.8353,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,20,*0000000000000100,2014-09-08T12:09:18.000Z,1509.218,*0000000000000100,1489.35,62.10702,-31.38176,3.6552,*0000000000000100,3.6548,*0000000000000100,3.286397,*0000000000000100,3.286621,*0000000000000100,34.9462,34.9493,6.3244,*0000000000000100,7.30823,,,0.087,97.849,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,22,*0000000000000100,2014-09-08T12:09:29.000Z,1508.875,*0000000000000100,1489.013,62.10702,-31.38174,3.6551,*0000000000000100,3.6546,*0000000000000100,3.286394,*0000000000000100,3.286602,*0000000000000100,34.9464,34.9494,6.2802,*0000000000000100,7.30822,,,0.0872,97.8441,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,1,Test Site #1,62.107,-31.38166667,2014-09-08T11:39:06.000Z,1,*0000000000000100,,KN22104001.hex,*0000000000000100,24,*0000000000000100,2014-09-08T12:09:38.000Z,1509.326,*0000000000000100,1489.456,62.10702,-31.38174,3.6551,*0000000000000100,3.6543,*0000000000000100,3.286399,*0000000000000100,3.286594,*0000000000000100,34.9463,34.9494,6.304,*0000000000000100,7.30823,,,0.0879,97.8267,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,2,*0000000000000100,2014-09-08T15:21:20.000Z,1005.998,*0000000000000100,993.95,61.99628,-31.87303,3.8253,*0000000000000100,3.8251,*0000000000000100,3.275722,*0000000000000100,3.275934,*0000000000000100,34.893,34.8957,4.8925,*0000000000000100,7.2807,,,0.0851,97.8945,*0000000000000100,,,6.269,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.8981,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,2,*0000000000000100,2014-09-08T15:21:20.000Z,1005.998,*0000000000000100,993.95,61.99628,-31.87303,3.8253,*0000000000000100,3.8251,*0000000000000100,3.275722,*0000000000000100,3.275934,*0000000000000100,34.893,34.8957,4.8925,*0000000000000100,7.2807,,,0.0851,97.8945,*0000000000000100,,,6.279,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9004,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,4,*0000000000000100,2014-09-08T15:21:47.000Z,1005.564,*0000000000000100,993.522,61.99632,-31.87302,3.8253,*0000000000000100,3.8254,*0000000000000100,3.275717,*0000000000000100,3.275958,*0000000000000100,34.8931,34.8959,4.8934,*0000000000000100,7.28069,,,0.0848,97.903,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,6,*0000000000000100,2014-09-08T15:37:27.000Z,933.469,*0000000000000100,922.449,61.99816,-31.8724,3.8271,*0000000000000100,3.8264,*0000000000000100,3.27231,*0000000000000100,3.272467,*0000000000000100,34.8878,34.8904,4.9423,*0000000000000100,7.28063,,,0.0849,97.9008,*0000000000000100,,,6.185,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.8936,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,6,*0000000000000100,2014-09-08T15:37:27.000Z,933.469,*0000000000000100,922.449,61.99816,-31.8724,3.8271,*0000000000000100,3.8264,*0000000000000100,3.27231,*0000000000000100,3.272467,*0000000000000100,34.8878,34.8904,4.9423,*0000000000000100,7.28063,,,0.0849,97.9008,*0000000000000100,,,6.194,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.8926,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,8,*0000000000000100,2014-09-08T15:37:51.000Z,933.68,*0000000000000100,922.656,61.9982,-31.87236,3.827,*0000000000000100,3.8263,*0000000000000100,3.272309,*0000000000000100,3.272466,*0000000000000100,34.8878,34.8904,4.9429,*0000000000000100,7.28065,,,0.0847,97.9049,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,10,*0000000000000100,2014-09-08T15:48:36.000Z,845.169,*0000000000000100,835.368,61.999,-31.87166,3.9074,*0000000000000100,3.9066,*0000000000000100,3.276038,*0000000000000100,3.27618,*0000000000000100,34.8926,34.8951,4.9418,*0000000000000100,7.26624,,,0.0848,97.9022,*0000000000000100,,,6.43,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9024,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,10,*0000000000000100,2014-09-08T15:48:36.000Z,845.169,*0000000000000100,835.368,61.999,-31.87166,3.9074,*0000000000000100,3.9066,*0000000000000100,3.276038,*0000000000000100,3.27618,*0000000000000100,34.8926,34.8951,4.9418,*0000000000000100,7.26624,,,0.0848,97.9022,*0000000000000100,,,6.467,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.8985,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,12,*0000000000000100,2014-09-08T15:48:51.000Z,845.478,*0000000000000100,835.672,61.99902,-31.87165,3.9072,*0000000000000100,3.9061,*0000000000000100,3.276029,*0000000000000100,3.276137,*0000000000000100,34.8925,34.895,4.9414,*0000000000000100,7.26627,,,0.0854,97.887,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,13,*0000000000000100,2014-09-08T16:03:43.000Z,553.645,*0000000000000100,547.607,61.99972,-31.8708,4.3583,*0000000000000100,4.3558,*0000000000000100,3.306259,*0000000000000100,3.306217,*0000000000000100,34.9241,34.9263,4.8777,*0000000000000100,7.18608,,,0.0882,97.8196,*0000000000000100,,,6.576,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9286,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,13,*0000000000000100,2014-09-08T16:03:43.000Z,553.645,*0000000000000100,547.607,61.99972,-31.8708,4.3583,*0000000000000100,4.3558,*0000000000000100,3.306259,*0000000000000100,3.306217,*0000000000000100,34.9241,34.9263,4.8777,*0000000000000100,7.18608,,,0.0882,97.8196,*0000000000000100,,,6.557,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9284,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,17,*0000000000000100,2014-09-08T16:04:08.000Z,553.732,*0000000000000100,547.692,61.99976,-31.87076,4.357,*0000000000000100,4.3558,*0000000000000100,3.306147,*0000000000000100,3.306254,*0000000000000100,34.9242,34.9267,4.8769,*0000000000000100,7.1863,,,0.089,97.7995,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,18,*0000000000000100,2014-09-08T16:13:29.000Z,253.017,*0000000000000100,250.439,62.00034,-31.87006,5.7877,*0000000000000100,5.7868,*0000000000000100,3.428529,*0000000000000100,3.428694,*0000000000000100,34.9976,35.0004,4.7316,*0000000000000100,6.94322,,,0.0914,97.7402,*0000000000000100,,,6.544,*0000000000000100,*0000000000001000,,,,,,,,,,,,,35.0031,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,18,*0000000000000100,2014-09-08T16:13:29.000Z,253.017,*0000000000000100,250.439,62.00034,-31.87006,5.7877,*0000000000000100,5.7868,*0000000000000100,3.428529,*0000000000000100,3.428694,*0000000000000100,34.9976,35.0004,4.7316,*0000000000000100,6.94322,,,0.0914,97.7402,*0000000000000100,,,6.558,*0000000000000100,*0000000000001000,,,,,,,,,,,,,35.003,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,20,*0000000000000100,2014-09-08T16:13:41.000Z,253.24,*0000000000000100,250.659,62.00034,-31.87004,5.7889,*0000000000000100,5.7877,*0000000000000100,3.428648,*0000000000000100,3.428791,*0000000000000100,34.9977,35.0004,4.7302,*0000000000000100,6.94303,,,0.0919,97.727,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,22,*0000000000000100,2014-09-08T16:20:45.000Z,2.731,*0000000000000100,2.705,62.00078,-31.86949,11.0406,*0000000000000100,11.0402,*0000000000000100,3.899397,*0000000000000100,3.899786,*0000000000000100,34.9136,34.9179,4.8189,*0000000000000100,6.17861,,,0.4314,89.7768,*0000000000000100,,,6.495,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9201,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,22,*0000000000000100,2014-09-08T16:20:45.000Z,2.731,*0000000000000100,2.705,62.00078,-31.86949,11.0406,*0000000000000100,11.0402,*0000000000000100,3.899397,*0000000000000100,3.899786,*0000000000000100,34.9136,34.9179,4.8189,*0000000000000100,6.17861,,,0.4314,89.7768,*0000000000000100,,,6.513,*0000000000000100,*0000000000001000,,,,,,,,,,,,,34.9203,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,2,Test Site #2,61.99533333,-31.8725,2014-09-08T14:44:00.000Z,2,*0000000000000100,2698,KN22104002.hex,*0000000000000100,24,*0000000000000100,2014-09-08T16:20:59.000Z,2.81,*0000000000000100,2.783,62.0008,-31.86948,11.0354,*0000000000000100,11.0336,*0000000000000100,3.89893,*0000000000000100,3.89918,*0000000000000100,34.9138,34.918,4.8104,*0000000000000100,6.17928,,,0.4321,89.76,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,2,*0000000000000100,2014-09-08T19:06:51.000Z,2520.697,*0000000000000100,2481.664,61.88802,-32.30082,3.01,*0000000000000100,3.0096,*0000000000000100,3.268428,*0000000000000100,3.268666,*0000000000000100,34.9298,34.9331,4.6862,*0000000000000100,7.42543,,,0.0812,97.9897,*0000000000000100,,,6.336,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9414,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,4,*0000000000000100,2014-09-08T19:07:19.000Z,2520.524,*0000000000000100,2481.495,61.88804,-32.30086,3.011,*0000000000000100,3.0104,*0000000000000100,3.268509,*0000000000000100,3.26873,*0000000000000100,34.9298,34.9331,4.6859,*0000000000000100,7.42525,,,0.0812,97.9906,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,6,*0000000000000100,2014-09-08T19:22:50.000Z,2216.029,*0000000000000100,2183.263,61.88876,-32.30268,3.2222,*0000000000000100,3.2217,*0000000000000100,3.275583,*0000000000000100,3.275793,*0000000000000100,34.9335,34.9365,4.6826,*0000000000000100,7.3866,,,0.0814,97.9859,*0000000000000100,,,6.672,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.939,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,8,*0000000000000100,2014-09-08T19:23:23.000Z,2216.14,*0000000000000100,2183.372,61.88878,-32.30276,3.2214,*0000000000000100,3.2205,*0000000000000100,3.275498,*0000000000000100,3.275691,*0000000000000100,34.9334,34.9365,4.6805,*0000000000000100,7.38677,,,0.082,97.9696,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,10,*0000000000000100,2014-09-08T19:37:20.000Z,1964.463,*0000000000000100,1936.557,61.8893,-32.30404,3.4494,*0000000000000100,3.4486,*0000000000000100,3.286161,*0000000000000100,3.286343,*0000000000000100,34.9391,34.9421,4.6656,*0000000000000100,7.34534,,,0.0824,97.9619,*0000000000000100,,,6.608,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9435,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,12,*0000000000000100,2014-09-08T19:37:35.000Z,1964.645,*0000000000000100,1936.735,61.88932,-32.30408,3.4493,*0000000000000100,3.4486,*0000000000000100,3.286165,*0000000000000100,3.286358,*0000000000000100,34.9392,34.9422,4.6673,*0000000000000100,7.34536,,,0.0824,97.9608,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,13,*0000000000000100,2014-09-08T20:02:52.000Z,1027.401,*0000000000000100,1015.053,61.89024,-32.30643,3.7994,*0000000000000100,3.7991,*0000000000000100,3.273345,*0000000000000100,3.273535,*0000000000000100,34.8812,34.8838,4.9621,*0000000000000100,7.28585,,,0.0835,97.9344,*0000000000000100,,,6.266,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8861,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,17,*0000000000000100,2014-09-08T20:03:08.000Z,1027.475,*0000000000000100,1015.126,61.89024,-32.30642,3.7993,*0000000000000100,3.7991,*0000000000000100,3.273338,*0000000000000100,3.273528,*0000000000000100,34.8812,34.8837,4.9549,*0000000000000100,7.28586,,,0.0835,97.9338,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,18,*0000000000000100,2014-09-08T20:10:44.000Z,655.689,*0000000000000100,648.385,61.89034,-32.30672,4.1475,*0000000000000100,4.1469,*0000000000000100,3.290154,*0000000000000100,3.290297,*0000000000000100,34.9038,34.9062,5.0268,*0000000000000100,7.22362,,,0.0847,97.9052,*0000000000000100,,,6.291,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9081,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,20,*0000000000000100,2014-09-08T20:10:54.000Z,655.696,*0000000000000100,648.391,61.89034,-32.30672,4.1475,*0000000000000100,4.147,*0000000000000100,3.290159,*0000000000000100,3.290311,*0000000000000100,34.904,34.9063,5.0279,*0000000000000100,7.22363,,,0.0846,97.9066,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,22,*0000000000000100,2014-09-08T20:24:27.000Z,14.297,*0000000000000100,14.16,61.8906,-32.30734,10.7224,*0000000000000100,10.724,*0000000000000100,3.862289,*0000000000000100,3.862873,*0000000000000100,34.8397,34.844,4.8325,*0000000000000100,6.22365,,,0.3775,90.9926,*0000000000000100,,,6.299,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8473,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,3,Test site #3,61.88616667,-32.3055,2014-09-08T18:04:26.000Z,3,*0000000000000100,2683,KN22104003.hex,*0000000000000100,24,*0000000000000100,2014-09-08T20:24:44.000Z,14.44,*0000000000000100,14.302,61.8906,-32.30732,10.7267,*0000000000000100,10.7245,*0000000000000100,3.862745,*0000000000000100,3.862952,*0000000000000100,34.8401,34.8443,4.8359,*0000000000000100,6.22306,,,0.3733,91.0893,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,4,Test site #4,61.6575,-33.07666667,2014-09-08T23:19:14.000Z,4,*0000000000000100,2976,KN22104004.hex,*0000000000000100,2,*0000000000000100,2014-09-08T23:50:35.000Z,503.298,*0000000000000100,497.882,61.65712,-33.07674,4.2716,*0000000000000100,4.2708,*0000000000000100,3.296002,*0000000000000100,3.29615,*0000000000000100,34.9215,34.924,4.8503,*0000000000000100,7.20121,,,0.0874,97.8391,*0000000000000100,,,6.28,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9248,*0000000000000100,*0000000000000100,,,,2135,*0000000000000100,*0000000000000100,,,,,7.7024,25,*0000000000000100,*0000000000000100,,,,,,,,,
KN221-04,4,Test site #4,61.6575,-33.07666667,2014-09-08T23:19:14.000Z,4,*0000000000000100,2976,KN22104004.hex,*0000000000000100,4,*0000000000000100,2014-09-08T23:50:49.000Z,503.482,*0000000000000100,498.065,61.6571,-33.07676,4.2711,*0000000000000100,4.2702,*0000000000000100,3.295964,*0000000000000100,3.296099,*0000000000000100,34.9215,34.924,4.8491,*0000000000000100,7.2013,,,0.0873,97.8424,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN221-04,4,Test site #4,61.6575,-33.07666667,2014-09-08T23:19:14.000Z,4,*0000000000000100,2976,KN22104004.hex,*0000000000000100,6,*0000000000000100,2014-09-09T00:19:19.000Z,303.391,*0000000000000100,300.271,61.65793,-33.07675,4.8443,*0000000000000100,4.8434,*0000000000000100,3.341103,*0000000000000100,3.341246,*0000000000000100,34.951,34.9535,4.7136,*0000000000000100,7.10175,,,0.0901,97.7725,*0000000000000100,,,6.402,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9551,*0000000000000100,*0000000000000100,,,,2150.2,*0000000000000100,*0000000000000100,,,,,7.7036,25,*0000000000000100,*0000000000000100,,,,,,,,,
